Panel 5: Oral Testimony and reconstructing past attitudes to sex and gender,2015-02-15 10:00:00 UTC,2015-02-15 11:30:00 UTC,2015-01-30 16:52:37 UTC,"","Chair: {Mark Walmsley} (University of Leeds)

 * {Alva Traebert} (University of Edinburgh). ""At the Intersection of Queer History, Academic Community and National Archives: Scottish Storytelling Sessions 2012-2014"".
 * {Emma Vickers} (Liverpool John Moores University). ""Breaking the silence: trans* veterans of the British Armed Forces and the power of oral testimony""."
Tea and coffee reception,2015-02-15 09:00:00 UTC,2015-02-15 09:45:00 UTC,2015-01-30 16:52:37 UTC,"",Breakfast available in many venues close to the conference. Complimentary tea and coffee available at the conference venue.
Stuart Milk: Conference Opening,2015-02-15 09:45:00 UTC,2015-02-15 10:15:00 UTC,2015-01-30 16:52:37 UTC,"","{Stuart Milk}, president of the Harvey Milk Association, formally opens the day."
Conference Banquet,2015-02-14 19:30:00 UTC,2015-02-14 21:00:00 UTC,2015-01-30 16:52:37 UTC,"Sidney St, Manchester, Manchester M1 7HB, UK","Joyce Layland LGBT Centre, Sidney St, Manchester. Opposite All Saints Park."
How to Do LGBT History Showcase 1,2015-02-14 15:30:00 UTC,2015-02-14 16:00:00 UTC,2015-01-30 16:52:37 UTC,"","Prof. {Charles Upchurch} (Florida State University) presents ""The use and misuse of digitalised newspapers""."
How to Do LGBT History Showcase 2,2015-02-14 15:30:00 UTC,2015-02-14 16:00:00 UTC,2015-01-30 16:52:37 UTC,"","Prof. {Keith Julian} (Manchester University) presents ""Data Handling and how to avoid common misreadings with historiography."""
Peter Scott-Presland: Keynote Speech,2015-02-14 11:15:00 UTC,2015-02-14 12:15:00 UTC,2015-01-30 16:52:37 UTC,"","Chair: Prof. {Stephen Whittle} OBE (Manchester Metropolitan University).

{Peter Scott-Presland} presents ""Addressing historical silences: CHE, the first ‘out’ and popular homosexual rights group""
"
Paul Martin OBE: Conference Opens & Welcome,2015-02-14 09:15:00 UTC,2015-02-14 09:30:00 UTC,2015-01-30 16:52:37 UTC,"",{Paul Martin} OBE and the Lord Mayor of Manchester open the conference.
Conference Registration,2015-02-14 08:00:00 UTC,2015-02-14 09:00:00 UTC,2015-01-30 16:52:37 UTC,Conference Room 2,Registration and reimbursement of expenses. Complimentary tea and coffee.
Closing remarks and notices,2015-02-14 16:00:00 UTC,2015-02-14 16:15:00 UTC,2015-01-30 16:52:37 UTC,"",""
Stephen Boyce: How do do a diversity lesson (part two),2015-02-15 15:00:00 UTC,2015-02-15 15:50:00 UTC,2015-01-30 16:52:36 UTC,Learning Studio,"**Different & Diverse**

{Stephen Boyce} uses ""Max Champion of the World"" and ""Made by Raffi"" to acknowledge and celebrate how wonderful, unique and different each individual child is and how important that diversity is.

Aimed at children under 11 and those who support them."
Stephen Boyce: How to do a diversity lesson (part one),2015-02-15 14:00:00 UTC,2015-02-15 14:50:00 UTC,2015-01-30 16:52:36 UTC,Learning Studio,"**Feelings and Friends**

Using the wonderful story of ""Hello, Sailor"" and ""The Great Big Book of Feelings"" {Stephen Boyce} will explore the world of emotional intelligence for and with children.

Aimed at children under 11 and those who support them."
Adam Lowe: Young Adult Readings,2015-02-14 16:00:00 UTC,2015-02-14 16:30:00 UTC,2015-01-30 16:52:36 UTC,Space 1,"{Adam Lowe} is a writer, publisher and performer, and the current LGBT History Month Poet Laureate. He founded non-profit writer development programme Young Enigma, supporting young and emerging writers who identify as LGBT. 

He also runs Dog Horn Publishing, producing cutting edge books, and Vada Magazine, an alternative LGBT magazine for the discerning reader. His solo show 'Ecstasies' toured Manchester, Leeds and Brighton, and he has performed across the world - most recently in Chicago at the Mixed Roots showcase at the Critical Mixed Race Studies conference at DePaul University.

Adam will be reading from ""Trumpet"" (Jackie Kay)

Adam will also read from his own poetry."
Sue Sanders: Young Children's Readings,2015-02-14 14:40:00 UTC,2015-02-14 15:10:00 UTC,2015-01-30 16:52:36 UTC,Space 1,"{Sue Sanders} will be reading from:

 * ""Spacegirl Pukes"" (Katy Watson)
 * ""Pugdog"" (Andrea U'Ren)
 * ""The Sissy Duckling"" (Harvey Fierstein)"
Catherine Hall: Young Adult Reading,2015-02-14 13:20:00 UTC,2015-02-14 13:50:00 UTC,2015-01-30 16:52:36 UTC,Space 1,"{Catherine Hall} will be reading from:

 * ""My Invented Life"" (Lauren Bjorkman)
 * ""Beautiful Music for Ugly Children"" (Kirstin Cronn-Mills)
 * ""The Repercussions"" (Catherine Hall)"
Juno Roche: Young Children's Reading,2015-02-14 10:30:00 UTC,2015-02-14 11:00:00 UTC,2015-01-30 16:52:36 UTC,Space 1,"{Juno Roche} will be reading from: 

 * ""Tyrannosaurus Drip"" (Julia Donaldson)
 * ""Who Are You Stripy Horse?"" (Jim Helmore)
 * ""The Paper Dolls"" (Julia Donaldson)"
Stuart Milk: Readings on Harvey Milk,2015-02-14 15:20:00 UTC,2015-02-14 15:50:00 UTC,2015-01-30 16:52:36 UTC,Space 1,"{Stuart Milk} will be reading from ""The Harvey Milk Story"" by Kari Krakow, a children's book on his uncle, the first openly gay person to be elected to public office in California."
Dan Smith: LGBT History Lesson,2015-02-14 14:00:00 UTC,2015-02-14 14:30:00 UTC,2015-01-30 16:52:36 UTC,Space 1,{Dan Smith} will deliver an LGBT History lesson for secondary school children and young adults.
Stephen Boyce: Diversity Lesson 1,2015-02-14 11:10:00 UTC,2015-02-14 11:40:00 UTC,2015-01-30 16:52:36 UTC,Space 1,{Stephen Boyce} will be delivering a diversity lesson for younger children.
Stephen Boyce: Lesson and Readings,2015-02-14 12:00:00 UTC,2015-02-14 13:00:00 UTC,2015-01-30 16:52:36 UTC,Space 1,"{Stephen Boyce} will be reading from: 

 * ""Boy in the Dress"" (David Walliams)
 * ""King & King & Family"" (Linda de Han)
 * ""Kipper's Book of Colours"" (Mick Inkpen)"
The Little People's History Museum: Under the Rainbow,2015-02-15 11:00:00 UTC,2015-02-15 12:00:00 UTC,2015-01-30 16:52:36 UTC,Learning Studio,"Meet Matilda, a little girl who is given a magic rainbow bag.  Help Matilda solve clues to get to the end of the rainbow and find what she’s looking for.  Fun interactive story session with puppets, song, dance and a craft activity.  Why not tweet a photo of your finished creation to us at [@PHMMcr](http://twitter.com/PHMMcr).

Family Friendly activity, suitable for under 5s and their grown ups.

[Booking required via Eventbrite](http://undertherainbowphm.eventbrite.co.uk). In order to keep our events programme affordable to everyone, please make a donation
Suggested donation £3
"
"Lights, Camera, Activism!",2015-02-13 12:00:00 UTC,2015-02-13 16:00:00 UTC,2015-01-30 16:52:36 UTC,Joyce Layland LGBT Centre,"An afternoon of films and A/V presentations on LGBT activism, presented by the people who were there.

### 1:45 Pride (2014)

{Mike Jackson} (Lesbians and Gays Support the Miners) introduces a special showing of last year's smash hit Pride, starting Bill Nighy and Imelda Staunton (120 mins).

### 1:00 London Rebel Dykes of the 1980s

Before there were queer activists and Riot Grrls, there were the Rebel Dykes of London. {Rose Bush} presents an academic cabaret of female power and political transition in the Thatcher years. Talk contains frank references to sex and BDSM culture (30 mins).

### 12:30 Out And About (2005)

{Orla Egan} (UCC, Cork LGBT Community) presents the documentary (produced by Frameworks Films) exploring 30 years of LGBT activism in Cork.  The film is presented as a historical walking tour of LGBT Cork and explores key moments in the development of the community.

Sidney St. Cafe open as normal serving hot food throughout the day."
"Seeing Queerly: Taxi zum Klo (1981, dir Frank Ripploh)",2015-02-12 18:30:00 UTC,2015-02-12 20:30:00 UTC,2015-01-30 16:52:36 UTC,"Manchester Metropolitan University Business School, All Saints Campus,, Oxford Road, Manchester, United Kingdom","Written and directed by Frank Ripploh, who also stars in the film, this very personal – and very graphic – sex comedy follows the constantly cruising lifestyle of Frank, a gay schoolteacher, and charts his relationship with sweet-natured, domesticated Berndt. 

The screening will be introduced by Dr {Andrew Moor} of Manchester Metropolitan University, and there will be a post-screening discussion.

[Facebook event page](https://www.facebook.com/events/1528821410707925/?ref_newsfeed_story_type=regular)

Event in association with MMU's _Seeing Queerly_ program."
"Seeing Queerly: Vito (2012, dir. Jeffrey Schwarz)",2015-02-11 18:30:00 UTC,2015-02-11 20:30:00 UTC,2015-01-30 16:52:36 UTC,"Manchester Metropolitan University Business School, All Saints Campus,, Oxford Road, Manchester, United Kingdom","A documentary about the man who brought us all out of the ‘Celluloid Closet’. 

Director Jeffrey Schwarz looks back at Russo’s life as a film fan, a film critic and latterly as an AIDS activist. In the aftermath of Stonewall (1969), Russo found his voice as an angry critic of LGBT representation in the media. Always defiant and eloquent, this moving and inspiring film tells the story of one of our movement’s most important figures. 

The screening will be introduced by Dr {Andrew Moor} of Manchester Metropolitan University, and there will be a post-screening discussion.

Event in association with MMU's _Seeing Queerly_ program."
Museum Maketh Man,2015-02-10 10:00:00 UTC,2015-02-10 11:00:00 UTC,2015-01-30 16:52:37 UTC,"The Manchester Museum, The University Of Manchester, Oxford Road, Manchester M13 9PL, United Kingdom","This tour explores how gender and sexuality is constructed or omitted in Victorian encyclopaedic museums via their displays and associated collections of natural science and human culture. It will reveal the legacy of colonial heteropatriachical thinking and the implications of this for contemporary LGBTQ audiences.

{Stephen Welsh} has been Curator of Living Cultures at Manchester Museum, The University of Manchester, since 2007. He is responsible for ensuring access, both physical and intellectual, to a collection of over 18,000 ethnographic objects from all over the world. His most recent exhibitions include China: Journey to the East, Breed: The British and their Dogs, and Warriors of the Plains. Previously he was Project Curator at the International Slavery Museum, National Museum Liverpool, from 2005 to 2007. His research interests include colonialism, multiculturalism and sexuality.

Please note: tours are limited to 15 people due to space restrictions."
Museum Maketh Man,2015-02-09 14:00:00 UTC,2015-02-09 15:00:00 UTC,2015-01-30 16:52:37 UTC,"The Manchester Museum, The University Of Manchester, Oxford Road, Manchester M13 9PL, United Kingdom","This tour explores how gender and sexuality is constructed or omitted in Victorian encyclopaedic museums via their displays and associated collections of natural science and human culture. It will reveal the legacy of colonial heteropatriachical thinking and the implications of this for contemporary LGBTQ audiences.

{Stephen Welsh} has been Curator of Living Cultures at Manchester Museum, The University of Manchester, since 2007. He is responsible for ensuring access, both physical and intellectual, to a collection of over 18,000 ethnographic objects from all over the world. His most recent exhibitions include China: Journey to the East, Breed: The British and their Dogs, and Warriors of the Plains. Previously he was Project Curator at the International Slavery Museum, National Museum Liverpool, from 2005 to 2007. His research interests include colonialism, multiculturalism and sexuality.

Please note: tours are limited to 15 people due to space restrictions."
A Very Victorian Pub Quiz,2015-02-10 20:00:00 UTC,2015-02-10 23:00:00 UTC,2015-01-30 16:52:37 UTC,"Via Fossa, 30 Canal Street, Manchester M1 3EZ, United Kingdom","Do you know what a 'pose plastique' is?  It's got nothing to do with rubber.

The First National LGBT History Festival invites you to a pub quiz like no other: a historical sex quiz. LGBT Historian, {Jeff Evans}, will be delving into the steamy history of sex to find questions that both challenge and offend. Quiz master supremo, and star of Away from Home, {Rob Ward}, will be asking the questions at Via on Canal Street."
"""Unity Is Strength"": LGSM's lasting comradeship with mining communities",2015-02-14 14:00:00 UTC,2015-02-14 15:30:00 UTC,2015-01-30 16:52:37 UTC,"Working Class Movement Library, 51 Crescent, Salford M5 4WX, United Kingdom","{Mike Jackson}, co-founder with Mark Ashton of Lesbians and Gays Support the Miners (LGSM), and {David (Dai) Donovan}, South Wales NUM will talk about the activities of the London LGSM and the Neath, Dulais and Swansea Valleys Miners' Support Group during the strike, the lasting links that were formed and the lessons for today's struggles.

[Full information on the WCML website.](http://www.wcml.org.uk/events/lgbt-history-month-talk--unity-is-strength--lesbians-and-gays-support-the-miners-and-their-lasting-links-of-comradeship-with-mining-communities-/)

 * Location: Working Class Movement Library"
"""We were born in the 80s"": History of the Joyce Layland LGBT Centre",2015-02-14 13:45:00 UTC,2015-02-14 15:45:00 UTC,2015-01-30 16:52:37 UTC,"Manchester Town Hall, Town Hall, Albert Square, Manchester M60 2LA, United Kingdom","{Emily Crompton} leads a heritage walking trail mapping the political, economic and social background of how Manchester built Europe’s first Gay Centre.
 
This 2 hour walking tour will follow the story of how Manchester became one of the first places to have an entirely publicly funded, purpose built centre for the gay community. We will follow the money, as it were, from the Town Hall to Canal Street and then to Sidney Street and one of the city’s most diverse urban blocks, home to an evangelical church and conference centre, a plethora of fast-food takeaways, Manchester’s Islamic Centre, a vegan wholefoods cooperative and the LGBT Centre!
 
The story is one of unlikely success in the face of public funding cuts, some hostile political foes and an infamous 140 signature petition. It is also one which perfectly shows the change in public sector funding from the 80s to the present day. Above all, it is a heartening story of community spirit and perseverance. We will also look forward to the future of the LGBT Centre.
 
 * Start: Manchester Town Hall main entrance, Albert Square
 * Finish: Sidney Street Café with tea and cake
 * Time: Meet 1:45pm for a 2pm start
 * Contact: Emily Crompton, Architect at URBED, 0161 200 5500"
"""We were born in the 80s"": History of the Joyce Layland LGBT Centre",2015-02-10 13:45:00 UTC,2015-02-10 16:00:00 UTC,2015-01-30 16:52:37 UTC,"Manchester Town Hall, Town Hall, Albert Square, Manchester M60 2LA, United Kingdom","{Emily Crompton} leads a heritage walking trail mapping the political, economic and social background of how Manchester built Europe’s first Gay Centre.
 
This 2 hour walking tour will follow the story of how Manchester became one of the first places to have an entirely publicly funded, purpose built centre for the gay community. We will follow the money, as it were, from the Town Hall to Canal Street and then to Sidney Street and one of the city’s most diverse urban blocks, home to an evangelical church and conference centre, a plethora of fast-food takeaways, Manchester’s Islamic Centre, a vegan wholefoods cooperative and the LGBT Centre!
 
The story is one of unlikely success in the face of public funding cuts, some hostile political foes and an infamous 140 signature petition. It is also one which perfectly shows the change in public sector funding from the 80s to the present day. Above all, it is a heartening story of community spirit and perseverance. We will also look forward to the future of the LGBT Centre.
 
 * Start: Manchester Town Hall main entrance, Albert Square
 * Finish: Sidney Street Café with tea and cake
 * Time: Meet 1:45pm for a 2pm start
 * Contact: Emily Crompton, Architect at URBED, 0161 200 5500"
LGF heritage volunteer: Archive Demonstration 1,2015-02-14 11:10:00 UTC,2015-02-14 11:40:00 UTC,2015-01-30 16:52:35 UTC,Archive Search Room,LGF heritage volunteer will illustrate some of the highlights of the LGF collections now housed at Archives+. 
Alexander Herrmann: Growing Up Gay in the GDR,2015-02-14 14:40:00 UTC,2015-02-14 15:10:00 UTC,2015-01-30 16:52:35 UTC,Space 3,"{Alexander Herrmann} grew up in Pasewalk, in the former GDR and will share some of his life story with us about what it was like to grow up gay in the provinces in the GDR and how things have changed (or not) since unification. "
Razia Aziz: Spiritual Journeys ,2015-02-14 15:20:00 UTC,2015-02-14 15:50:00 UTC,2015-01-30 16:52:35 UTC,Space 3,"{Razia Aziz} -- During a half century which has taken me from Lagos to London to Brighton to Lewes, from a girls’ public school to Cambridge to company director, from an Indian Muslim heritage to the mixed blessings of the distinctive UK brand of 21st century diversity, from an ambition to be a professional singer to body work practitioner to Interfaith Ministry, I have often pondered upon the meaning and significance of my gender identity and sexuality in pursuit of an answer to the question we all ask at some point in our life: “What’s it all for?”
 
The world continues to turn, and attitudes towards gender, sex and sexuality have undergone a sea change since my own adolescence in the race-and-class-conscious south London of the 1970s. My personal thread of a journey has woven itself both because, and in spite, of these epoch-making changes.
 
All the while, Spirit remains luminous and unchanging, though my unfolding relationship to It is the constant and compelling source & destination of my life quest.
"
David Edgley: Queer Nottinghamshire,2015-02-14 15:20:00 UTC,2015-02-14 15:50:00 UTC,2015-01-30 16:52:35 UTC,Space 2,"{David Edgley}: former twink involved in gay rights – now old codger spending retirement delving into LGBT history and also helping with our local LGBT helpline and community newsletter.

David will talk about the many and perhaps surprising LGBT Histories that Nottinghamshire has produced.

[Read David's blog article about Queer Notts here.](http://lgbthistoryfestival.org/authors/david-edgley.html)"
Book Signing: Helena Whitbread,2015-02-14 15:30:00 UTC,2015-02-14 16:00:00 UTC,2015-01-30 16:52:35 UTC,Shakespeare Hall,{Helena Whitbread} will sign copies of The Secret Diaries of Miss Anne Lister on our News From Nowhere stall. 
Book Signing: Peter Scott-Presland,2015-02-14 14:30:00 UTC,2015-02-14 15:00:00 UTC,2015-01-30 16:52:35 UTC,Shakespeare Hall,{Peter Scott-Presland} will be signing his book Amiable Warriors on the news from Nowhere book stall. 
Helena Whitbread: Anne Lister,2015-02-14 14:40:00 UTC,2015-02-14 15:10:00 UTC,2015-01-30 16:52:35 UTC,Space 2,"{Helena Whitbread} will talk about how it is possible, through the medium of Anne Lister's journal, to trace the construction of her own lesbian identity in an era which did not, or chose not to, recognise that sexual love between women existed or even deemed possible.

Helena gained a degree, as a mature student, in Politics, Literature and the History of Ideas from Bradford University followed by a Post-graduate Certificate of Education under the auspices of Leeds University. Since 1983 she has been studying and editing the Journals of Anne Lister. Her first publication was I Know my Own Heart, published by Virago Press in 1988. In 2010 Virago published a revised and expanded version under the title The Secret Diaries of Miss Anne Lister, following the film of the same name which BBC2 made in that year. A second book of extracts, No Priest But Love, was published by New York University Press in 1992. Since her retirement from teaching Helena has been working on a biography of Anne Lister."
Sylvia Kölling: Archive Demonstration 2,2015-02-14 14:00:00 UTC,2015-02-14 14:30:00 UTC,2015-01-30 16:52:35 UTC,Archive Tour,{Sylvia Kölling}
Sarah Parker: After Oscar,2015-02-14 14:00:00 UTC,2015-02-14 14:30:00 UTC,2015-01-30 16:52:35 UTC,Space 3,"Dr {Sarah Parker} is an Impact Research Fellow in English Studies at University of Stirling. 
Sarah will talk about Olive Custance, wife of Lord Alfred Douglas and poet. We will learn more about both Olive and Bosie, their unconventional relationship, their romances with both men and women and their explorations of the fluidity of gender.

[After Oscar](http://lgbthistoryfestival.org/authors/sarah-parker.html)"
Ross Burgess: Experiences with CHE,2015-02-14 14:00:00 UTC,2015-02-14 14:30:00 UTC,2015-01-30 16:52:35 UTC,Space 2,"{Ross Burgess} worked for many years before retirement as an IT consultant. He lives in Croydon with his husband, Roger. He founded the Tunbridge Wells CHE Group in 1972 and has been involved with LGBT groups ever since. He was a Trustee of the LGBT Consortium for three years. He contributed the Croydon chapter of Out of the Shadows, the history of gay groups in London, and has helped to edit this and other books, including Amiable Warriors, which is being launched at this Festival. He has managed various websites, and is the main contributor to the [LGBT History Project](www.lgbthistoryuk.org) which aims to create a comprehensive online encyclopaedia of LGBT life in the UK from the earliest time to the present day.

In hit Talking Head slot Ross will talk a bit about his experience with various LGBT groups, his involvement with CHE and in particular with the Amiable Warriors book as well as the LGBT History Project website 

"
Peter Scott Presland: CHE Reading,2015-02-14 13:20:00 UTC,2015-02-14 13:50:00 UTC,2015-01-30 16:52:35 UTC,Space 3,"{Peter Scott-Presland} will read from his forthcoming book, {Amiable Warriors}. 

The Campaign for Homosexual Equality between 1967 and 1973 developed a unique approach to the emancipation of homosexuals. The reason for prejudice was ignorance, and ignorance would only be dispelled if heterosexual members of society came to know some real-life homosexuals.  So it was important for people to start coming out.  But they would never be able to do that until they had discovered some self-awareness and self-confidence. In order to do that, they needed, in the words of the title of Volume 1 of Amiable Warriors, A Space to Breathe.  Somewhere they could explore what it meant to be gay, and to gain the acceptance and support of other homosexuals.  Initially this was going to be through Esquire Clubs, but when these proved difficult to get off the ground, the focus moved to the idea that any group of gay people can carry around its own 'gay space', and local CHE groups were formed across the country - over 100 in total.  The readings will focus on aspects of creating this 'gay space': firstly, a brief account of trying to get a club off the ground in Burnley; and then the antecedents of local groups - Albany Trust discussion groups 1964-67 in London, and heterosexual singles clubs around the country.  Followed by questions from the audience.

For forty years {Peter Scott-Presland} has been involved in the LGBT rights movement, as campaigner, journalist, playwright and entertainer ('the Vera Lynn of the homosexual community', as he was described in 1982). The founder director of first Consenting Adults (1979-86) and then Homo Promos (1988 - present) Theatre Companies, highlights of his theatrical career include a series of Heath Plays (1981-85) designed to be performed at midnight on Midsummer Night near the Hampstead Heath cruising ground, the controversial 'Leather', which a brewery tried to ban from its pub theatre (Finborough Arms, 1989); and the musical 'La Ronde', nominated for Best Musical 2012 in the off-West End awards.As a journalist he worked for Gay News, Gay Times, Axiom and above all Capital Gay (1981-88) where he won a reputation as a savagely funny columnist and reviewer of the contemporary gay scene, as well as being a reporter.  He is currently writing lyrics for the band 'Matyas and the Hybrid Mind'.

He was commissioned in 2010 to write the 'official' history of the Campaign for Homosexual Equality.  Though lacking formal qualifications as a historian - he has an MA and BLitt from Oxford in English - he does have the advantage of knowing some of the people who were involved in the story he is describing.  He has an insider's view of what it was like to set up and run campaigns in the 1970s and 80s;  and his journalistic abilities can animate a unique story which has not to this day been told.

[Read exctracts of Amiable Warriors here](http://www.amiable-warriors.uk/)"
Jan Bridget: Lesbian Information Service,2015-02-14 13:20:00 UTC,2015-02-14 13:50:00 UTC,2015-01-30 16:52:35 UTC,Space 2,"{Jan Bridget} is a 67 year old lesbian from a poor, lower class, background.  Originally from Lancashire but lived in Calderdale for 25 years.  As a mature student she acquired BA in classical studies at Queen Mary, London followed by the Diploma in Youth and Community Work at Manchester Polytechnic.  Set up and jointly ran Lesbian Information Service (1987-1998) and Gay and Lesbian Youth in Calderdale (1999-2011).

Jan will talk about setting up LIS in Leicester in 1987, some of the challenges they faced and how attitudes have changed (or not) in the last 35 years of working for LGBT equality.

[Lesbian Information Service](http://www.lesbianinformationservice.org/)
[Find out more about Jan's collection at Lancashire Archives here](http://archivecat.lancashire.gov.uk/calmview/Record.aspx?src=CalmView.Catalog&id=DDX+2891&pos=10)"
Julie Parker: LGBTQ theatre,2015-02-14 11:10:00 UTC,2015-02-14 11:40:00 UTC,2015-01-30 16:52:35 UTC,Space 3,"{Julie Parker} will talk about her time as Artistic Director of The Drill Hall; how things have changed for LGBTQ people in theatre during the last 35 years and the fantastic and extraordinary time she has had creating and making theatre in and out of The Drill Hall.

Julie trained as an actress at Central School of Speech & Drama in 1970s; Fellow of the Royal Society of Arts; Original member of First Gay Sweatshop Women’s Company touring in the original production of Any Woman Can by Jill Posener. Set up and ran London’s iconic Drill Hall Theatre from 1981 to 2011; leading producer and promoter of LGBT work in the UK and Internationally during this time; one of the founders of Stop Clause 28 arts lobby in the 1980s. 

Currently she runs Outhouse London with her long -time friend, co-producer and partner in crime, Mavis Seaman.  
 
She lives in North London with theatre director Barcy Cogdale, her fabulous partner of 25 years, their three teenage daughters (Ruby, Tallulah and Esme) and a collection of ducks, chickens, dogs, cats and bees.
"
Abigail Ward: Queer Noise,2015-02-14 11:10:00 UTC,2015-02-14 11:40:00 UTC,2015-01-30 16:52:35 UTC,Space 2,"{Abigail Ward} is a freelance curator, writer and DJ with over fifteen years' experience in the music industry and cultural sector. She has been running Manchester District Music Archive since 2003. 

[Read her Blog Article here](http://lgbthistoryfestival.org/blog/2014/11/20/queer-noise.html)

In her talk, Abigail will be examining three key points in the city’s LGBT music history: the birth of punk in 1976; the house music explosion of the early 90s; and the alt-gay scene which developed a decade later as a response to the homogeneity of the music on offer on Canal Street - Manchester’s gay village."
